	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
10245	19493907	mulenzi	lug-000	boy	eng-000
10246	19493908	mulere	lug-000	flute	eng-000
10247	19493909	mulere	lug-000	horn	eng-000
10248	10167141	mulerwa	lug-000	midwife	eng-000
10249	10166797	muli	lug-000	reed	eng-000
10250	10167210	muli	lug-000	flower	eng-000
10251	19493910	muli wʼebisiyaga	lug-000	gay	eng-000
10252	10166725	mulilo	lug-000	fire	eng-000
10253	19493911	mulilwaana	lug-000	neighbor	eng-000
10254	19493912	mulilwaano	lug-000	neighborhood	eng-000
10255	19493913	mulimba	lug-000	liar	eng-000
10256	19493914	mulimo	lug-000	exercise	eng-000
10257	10166376	mulimu	lug-000	work	eng-000
10258	19493915	mulimu	lug-000	activity	eng-000
10259	19493916	mulimu	lug-000	job	eng-000
10260	19493917	mulimu	lug-000	occupation	eng-000
10261	19493918	mulimu	lug-000	project	eng-000
10263	19493919	muliro	lug-000	fire	eng-000
10265	10167220	mulisa	lug-000	give light to	eng-000
10266	19493920	mulogo	lug-000	witch	eng-000
10267	10166701	mulongo	lug-000	twin	eng-000
10269	19493922	mulongoti	lug-000	tower	eng-000
10271	19493923	muluka	lug-000	parish	eng-000
10272	19493924	mululu	lug-000	greed	eng-000
10273	19493925	mululu	lug-000	lust	eng-000
10274	19493926	mulunyanja	lug-000	sailor	eng-000
10275	19493927	mulunzi	lug-000	herdsman	eng-000
10276	19493928	mulwadde	lug-000	patient	eng-000
10277	19493929	mulwanyi wokumbalasi	lug-000	knight	eng-000
10278	19493930	mulyango	lug-000	entrance	eng-000
10279	19493931	mulyango	lug-000	exit	eng-000
10280	19493932	mumaaso	lug-000	face	eng-000
10282	19493933	mumakati	lug-000	center	eng-000
10284	19493934	mumambuka	lug-000	North	eng-000
10286	19493935	mumanyi	lug-000	contact	eng-000
10287	19493936	mumaso	lug-000	forward	eng-000
10289	19493937	mumbejja	lug-000	princess	eng-000
10290	19493938	mumerika	lug-000	American	eng-000
10291	19493939	mumiro	lug-000	throat	eng-000
10292	19493940	mumisiri	lug-000	Egyptian	eng-000
10293	19493941	mumuli	lug-000	flame	eng-000
10294	19493942	mumuli	lug-000	flashlight	eng-000
10295	19493943	mumuli	lug-000	torch	eng-000
10296	10166410	mumwa	lug-000	lip	eng-000
10298	19493945	mumwa gwekinyonyi	lug-000	beak	eng-000
10300	10166690	munaana	lug-000	eight	eng-000
10302	19493946	munabulaaya	lug-000	European	eng-000
10303	19493947	munakibuga	lug-000	urban	eng-000
10304	30783503	munakibuga	lug-000	metropolitan	eng-000
10307	19493948	munakuwavu	lug-000	sad	eng-000
10308	19493949	munakyaalo	lug-000	peasant	eng-000
10310	19493950	munamagye	lug-000	soldier	eng-000
10312	10166587	munda	lug-000	inside	eng-000
10314	20272540	munda	lug-000	in	eng-000
10316	19493952	munda ngatemuli	lug-000	hollow	eng-000
10318	10166980	mundu	lug-000	gun	eng-000
10319	19493953	mungereza	lug-000	British	eng-000
10320	19493954	munna byʼabufuzi	lug-000	politician	eng-000
10322	19493955	munnakatemba omukazi	lug-000	actress	eng-000
10325	19493956	munnakatemba omusajja	lug-000	actor	eng-000
10328	19493957	munnakenya	lug-000	Kenyan	eng-000
10330	19493958	munnakyemalira	lug-000	dictator	eng-000
10332	19493959	munnakyewa	lug-000	volunteer	eng-000
10334	19493960	munnamateeka	lug-000	lawyer	eng-000
10336	19493961	munnamawanga	lug-000	foreigner	eng-000
10338	19493962	munnamawulire	lug-000	journalist	eng-000
10340	19493963	munnansi	lug-000	citizen	eng-000
10343	19493964	munnasaayansi	lug-000	scientist	eng-000
10345	19493965	munnya	lug-000	wizard	eng-000
10346	10167005	munnyo	lug-000	salt	eng-000
10348	19493967	munoonyi wʼobubudamo	lug-000	refugee	eng-000
10349	19493970	munwe gwa sigala	lug-000	cigarette	eng-000
10350	19493971	munya	lug-000	lizard	eng-000
10351	19493972	munyago	lug-000	loot	eng-000
10352	19493973	munyazi	lug-000	robber	eng-000
10354	19493974	munyeenye	lug-000	planet	eng-000
10356	19493976	mupakasi	lug-000	laborer	eng-000
10357	19493977	mupangisa	lug-000	tenant	eng-000
10358	19493978	mupiira	lug-000	ball	eng-000
10359	19493979	mupiira	lug-000	football	eng-000
10360	19493980	mupiira	lug-000	soccer	eng-000
10361	19493981	mupiira	lug-000	tyre	eng-000
10362	19493982	mupiira gwʼebigere	lug-000	soccer	eng-000
10363	19493983	mupolotesitante	lug-000	Anglican	eng-000
10365	19493985	mupunta	lug-000	surveyor	eng-000
10366	19493986	musaala	lug-000	salary	eng-000
10367	10166946	musaale	lug-000	bending	eng-000
10368	10166946	musaale	lug-000	bow	eng-000
10369	10166943	musaayi	lug-000	blood	eng-000
10371	19493988	musabazze	lug-000	passenger	eng-000
10372	10166442	musajja	lug-000	male	eng-000
10373	19493989	musajja	lug-000	man	eng-000
10375	10166533	musana	lug-000	light	eng-000
10376	10166533	musana	lug-000	sky	eng-000
10377	19493990	musana	lug-000	sun	eng-000
10378	19493991	musana pereketya	lug-000	drought	eng-000
10379	19493992	musango	lug-000	case	eng-000
10381	10167039	musanvu	lug-000	seven	eng-000
10382	19493993	musanvu	lug-000	barrier	eng-000
10383	19493994	musanvu	lug-000	hurdle	eng-000
10386	19493996	musava	lug-000	fat	eng-000
10387	19493997	musawo	lug-000	doctor	eng-000
10388	19493998	musawo wʼebisolo	lug-000	veterinarian	eng-000
10389	19493999	musazi wʼensawo	lug-000	pickpocket	eng-000
10390	19494000	museegu	lug-000	obscene	eng-000
10392	19494002	musenennene	lug-000	November	eng-000
10393	19494003	musenge	lug-000	wolf	eng-000
10394	10167256	musenyu	lug-000	sand	eng-000
10396	19494006	musibe	lug-000	inmate	eng-000
10397	19494007	musibe	lug-000	prisoner	eng-000
10398	19494008	musigire	lug-000	deputy	eng-000
10399	19494009	musika	lug-000	heir	eng-000
10400	10166616	musindi	lug-000	tramp of feet	eng-000
10401	19494011	musingi	lug-000	basement	eng-000
10402	19494012	musingo	lug-000	bail	eng-000
10403	19494013	musingo	lug-000	bond	eng-000
10404	19494014	musino	lug-000	clitoris	eng-000
10405	19494015	musipi	lug-000	belt	eng-000
10407	19494017	musiraamu	lug-000	moslem	eng-000
10408	10166546	musiri	lug-000	garden	eng-000
10409	19494018	musiri	lug-000	farm	eng-000
10411	19494020	musirikale	lug-000	police	eng-000
10412	19494021	musirikale	lug-000	soldier	eng-000
10413	19494022	musiru	lug-000	fool	eng-000
10415	19494024	musiru	lug-000	silly	eng-000
10417	19494025	musirusiru	lug-000	clown	eng-000
10418	19494026	musisi	lug-000	earthquake	eng-000
10419	19494027	musisi	lug-000	quake	eng-000
10423	19494028	musiyazi	lug-000	gay	eng-000
10424	19494029	musodookisi	lug-000	orthodox	eng-000
10425	19494030	musoke	lug-000	rainbow	eng-000
10428	19494031	musolo	lug-000	tax	eng-000
10429	19494032	musomali	lug-000	Somali	eng-000
10431	19494034	musomo	lug-000	course	eng-000
10432	19494035	musono	lug-000	fashion	eng-000
10434	10166351	musota	lug-000	serpent	eng-000
10435	10166351	musota	lug-000	snake	eng-000
10437	19494038	musowole	lug-000	premature	eng-000
10438	19494039	musubaawa	lug-000	candle	eng-000
10440	19494041	musujja	lug-000	malaria	eng-000
10441	19494042	musujja	lug-000	fever	eng-000
10442	19494045	musumaali	lug-000	bolt	eng-000
10443	19494046	musumaali	lug-000	nail	eng-000
10444	19494047	musumaami	lug-000	waiter	eng-000
10445	19494048	musumba	lug-000	herdsman	eng-000
10447	19494050	musumba	lug-000	shepherd	eng-000
10448	19494051	musumeeno	lug-000	saw	eng-000
10449	19494052	musuubuzi	lug-000	trader	eng-000
10450	10166619	musuwa	lug-000	vein	eng-000
10451	19494053	musuwa	lug-000	muscle	eng-000
10452	30793002	musuwa	lug-000	vessel	eng-000
10453	19494054	muswaaki	lug-000	toothbrush	eng-000
10454	19494055	mutabani	lug-000	son	eng-000
10457	10167274	mutambo	lug-000	machine	eng-000
10458	10167274	mutambo	lug-000	spring	eng-000
10459	19494056	mutamiivu	lug-000	alcoholic	eng-000
10460	19494057	mutango	lug-000	fine	eng-000
10461	19494058	mutanzaniya	lug-000	Tanzanian	eng-000
10462	19494059	mutawaana	lug-000	problem	eng-000
10463	10166406	muteego	lug-000	witchcraft	eng-000
10464	19494060	mutego	lug-000	trap	eng-000
10465	19494061	mutembeeyi	lug-000	hawker	eng-000
10467	19494064	mutendesi	lug-000	coach	eng-000
10468	10166267	muti	lug-000	coward	eng-000
10469	10166801	muti	lug-000	tree	eng-000
10470	19494065	muti	lug-000	pole	eng-000
10475	10166804	mutima	lug-000	heart	eng-000
10477	19494068	mutitiizi	lug-000	coward	eng-000
10478	19494069	mutongole	lug-000	official	eng-000
10479	19494070	mutonzi	lug-000	creator	eng-000
10480	19494071	mutto	lug-000	pillow	eng-000
10481	19494072	mutujju	lug-000	assassin	eng-000
10482	19494073	mutuluki	lug-000	turk	eng-000
10483	10166777	mutulumbi	lug-000	corpse	eng-000
10484	19494074	mutume	lug-000	prophet	eng-000
10485	19494076	mutunda	lug-000	September	eng-000
10486	19494077	mutunzi	lug-000	salesman	eng-000
10487	19494078	mutunzi	lug-000	seller	eng-000
10488	19494079	mutunzi	lug-000	tailor	eng-000
10489	19494080	mutuukirivu	lug-000	holy	eng-000
10490	19494081	mutuuze	lug-000	citizen	eng-000
10491	10166592	mutwe	lug-000	head	eng-000
10494	10166970	muvubuka	lug-000	youth	eng-000
10495	19494083	muvuyo	lug-000	chaos	eng-000
10496	19494084	muvuyo	lug-000	mess	eng-000
10497	19494085	muvuzzi we nyonyi	lug-000	pilot	eng-000
10498	19494086	muwaabi	lug-000	prosecutor	eng-000
10499	19494087	muwaatwa	lug-000	way	eng-000
10500	19494088	muwagizi	lug-000	fan	eng-000
10501	19494089	muwakanya	lug-000	August	eng-000
10502	10166969	muwala	lug-000	girl	eng-000
10503	10166969	muwala	lug-000	virgin	eng-000
10504	19494090	muwala	lug-000	daughter	eng-000
10506	19494092	muwalabu	lug-000	Arab	eng-000
10507	19494093	muwamadi	lug-000	Mohammed	eng-000
10509	19494094	muwambe	lug-000	captive	eng-000
10510	19494095	muwambi	lug-000	captor	eng-000
10511	19494096	muwandiisi	lug-000	secretary	eng-000
10512	19494097	muwanguzi	lug-000	winner	eng-000
10513	19494098	muwanvu	lug-000	tall	eng-000
10514	19494099	muweereza	lug-000	servant	eng-000
10515	10166426	muwendo	lug-000	number	eng-000
10516	19494100	muwendo	lug-000	amount	eng-000
10518	19494102	muwendo	lug-000	price	eng-000
10519	19494103	muwendo	lug-000	total	eng-000
10520	19494104	muwendo	lug-000	value	eng-000
10521	19494105	muwereeza	lug-000	waiter	eng-000
10522	19494106	muwogo	lug-000	cassava	eng-000
10525	30780450	muwogo	lug-000	manioc	eng-000
10527	19494107	muwolereza	lug-000	advocate	eng-000
10528	19494108	muwuulu	lug-000	bachelor	eng-000
10529	19494109	muwuwo	lug-000	inflation	eng-000
10531	19494110	muyaaye	lug-000	bum	eng-000
10532	10166307	muyaayu	lug-000	tomcat	eng-000
10533	19494111	muyaga ogwamanyi	lug-000	tornado	eng-000
10534	19494112	muyambi	lug-000	aide	eng-000
10535	19494113	muyembe	lug-000	mango	eng-000
10536	19494114	muyiggo	lug-000	hunt	eng-000
10537	19494115	muyiggo	lug-000	manhunt	eng-000
10538	19494116	muyiizi	lug-000	pupil	eng-000
10539	19494117	muyima	lug-000	guardian	eng-000
10540	19494118	muyimbi	lug-000	musician	eng-000
10541	19494119	muyimbi	lug-000	singer	eng-000
10542	19494121	muyisiraamu	lug-000	moslem	eng-000
10543	19494122	muyivu	lug-000	educated	eng-000
10545	10166572	muyizzi	lug-000	hunter	eng-000
10547	19494125	muyonaani	lug-000	greek	eng-000
10548	19494126	muyudaaya	lug-000	Jew	eng-000
10549	19494128	muzaalisa	lug-000	midwife	eng-000
10550	10167010	muzaana	lug-000	female slave	eng-000
10551	19494129	muzabbibu	lug-000	grapes	eng-000
10552	10166720	muzadde	lug-000	parent	eng-000
10554	19494131	muzannyo	lug-000	baseball	eng-000
10556	19494132	muzanyo	lug-000	game	eng-000
10557	19494133	muze	lug-000	habit	eng-000
10558	19494134	muzibe	lug-000	blind	eng-000
10561	19494136	muzigiti	lug-000	mosque	eng-000
10562	19494138	muzigo omuganda	lug-000	ghee	eng-000
10563	19494139	muzigu	lug-000	terrorist	eng-000
10564	19494140	muziira	lug-000	frost	eng-000
10565	10166393	muzimu	lug-000	spirit	eng-000
10566	19494141	muzimu	lug-000	ghost	eng-000
10567	19494142	muzimu omubi	lug-000	satan	eng-000
10568	19494143	muzimya mwoto	lug-000	firefighter	eng-000
10569	19494144	muzinga	lug-000	cannon	eng-000
10570	19494145	muzira	lug-000	ice	eng-000
10571	19494146	muzira	lug-000	snow	eng-000
10572	19494147	muziziko	lug-000	barrier	eng-000
10573	19494148	muzizo	lug-000	taboo	eng-000
10574	19494149	muzukulu	lug-000	grandchild	eng-000
10575	19494150	muzukulu	lug-000	grandson	eng-000
10576	10166385	muzungu	lug-000	white man	eng-000
10577	19494151	muzzira	lug-000	brave	eng-000
10578	19494152	muzzira	lug-000	hail	eng-000
10579	19494153	muzzira	lug-000	hero	eng-000
10580	19494154	muzzukulu	lug-000	descendant	eng-000
10581	10166292	mwa	lug-000	mouth	eng-000
10582	10166410	mwa	lug-000	lip	eng-000
10583	10167219	mwa	lug-000	shave	eng-000
10584	19494155	mwaaka	lug-000	year	eng-000
10585	19494156	mwaala	lug-000	channel	eng-000
10586	19494157	mwaami	lug-000	chief	eng-000
10587	19494158	mwaami	lug-000	gentleman	eng-000
10588	19494159	mwaami	lug-000	husband	eng-000
10589	19494160	mwaanyi	lug-000	coffee	eng-000
10590	19494161	mwaavu	lug-000	poor	eng-000
10591	19494162	mwagalwa	lug-000	beloved	eng-000
10592	19494163	mwagalwa	lug-000	dear	eng-000
10593	10166859	mwaka	lug-000	year	eng-000
10595	19494164	mwaliiro	lug-000	floor	eng-000
10596	19494165	mwalo	lug-000	port	eng-000
10597	10166677	mwami	lug-000	chief	eng-000
10598	10166677	mwami	lug-000	headman	eng-000
10599	10166863	mwana	lug-000	child	eng-000
10601	19494167	mwana	lug-000	baby	eng-000
10603	19494169	mwana	lug-000	kid	eng-000
10604	19494170	mwana owʼobuwala	lug-000	daughter	eng-000
10605	19494173	mwangirikaano	lug-000	Anglican	eng-000
10606	19494174	mwango	lug-000	frame	eng-000
10607	19494175	mwangu	lug-000	easy	eng-000
10608	19494176	mwangu	lug-000	fast	eng-000
10609	19494177	mwanjuzi	lug-000	presenter	eng-000
10610	10167008	mwannyina	lug-000	brother	eng-000
10612	10167183	mwano	lug-000	razor	eng-000
10613	19494178	mwanyina	lug-000	brother	eng-000
10618	19494180	mwattu	lug-000	dear	eng-000
10619	19494181	mwattu	lug-000	please	eng-000
10622	10166283	mwe	lug-000	you	eng-000
10624	19494182	mweezi	lug-000	moon	eng-000
10626	10167040	mwenda	lug-000	nine	eng-000
10628	10167062	mwenge	lug-000	beer	eng-000
10629	19494183	mwenge	lug-000	alcohol	eng-000
10631	19494185	mwenge	lug-000	wine	eng-000
10632	19494186	mwenkano	lug-000	equality	eng-000
10633	19494187	mwenzi	lug-000	promiscuous	eng-000
10634	19494188	mwepansi	lug-000	arrogant	eng-000
10636	19494190	mwesimbu	lug-000	frank	eng-000
10637	19494191	mweso	lug-000	checkers	eng-000
10638	19494192	mwetowaze	lug-000	humble	eng-000
10639	10166997	mwezi	lug-000	moon	eng-000
10640	19494193	mwoleso gwabayimbi	lug-000	concert	eng-000
10641	19494194	mwoleso gwobukodyo	lug-000	circus	eng-000
10642	19494195	mwooleso	lug-000	show	eng-000
10643	19494196	mwooyo	lug-000	soul	eng-000
10644	10167017	mwoyo	lug-000	soul	eng-000
10645	10167017	mwoyo	lug-000	spirit	eng-000
10646	19494197	mye	lug-000	zero	eng-000
10649	19494198	myufu	lug-000	red	eng-000
10652	10166689	na	lug-000	four	eng-000
10653	19494199	na	lug-000	forty	eng-000
10654	27849769	na	lug-000	and	eng-000
10655	10166690	naana	lug-000	eight	eng-000
10656	19494200	naasi	lug-000	nurse	eng-000
10659	10166889	nabbubi	lug-000	spider	eng-000
10663	19494202	nagalaale	lug-000	liberal	eng-000
10665	19494203	nakalyaakʼani	lug-000	communist	eng-000
10667	10166335	naku	lug-000	day	eng-000
10668	19494204	nalugooti	lug-000	height	eng-000
10670	19494205	naluwali	lug-000	bitch	eng-000
10672	19494206	namatimbo	lug-000	coccon	eng-000
10673	32690871	namatimbo	lug-000	cocoon	eng-000
10674	19494207	namungi	lug-000	multitude	eng-000
10676	10167142	namungʼngʼoona	lug-000	crow	eng-000
10677	19494208	namunkanga	lug-000	dragon	eng-000
10678	19494209	namunkanga	lug-000	mantis	eng-000
10681	10167228	namunnungu	lug-000	porcupine	eng-000
10682	19494210	namuziga	lug-000	wheel	eng-000
10686	19494211	nanaansi	lug-000	pineapple	eng-000
10687	19494212	nannyini	lug-000	owner	eng-000
10689	19494213	nantawunyikamu	lug-000	champion	eng-000
10692	19494214	nasswi	lug-000	finger	eng-000
10694	19494215	naye	lug-000	but	eng-000
10697	30772751	naye	lug-000	however	eng-000
10698	30772751	naye	lug-000	on the contrary	eng-000
10699	30772751	naye	lug-000	yet	eng-000
10701	19494217	nbawo	lug-000	furniture	eng-000
10702	10166566	nda	lug-000	charcoal	eng-000
10703	10166587	nda	lug-000	inside	eng-000
10704	19494218	ndabirwaamu	lug-000	mirror	eng-000
10705	19494219	ndagaano	lug-000	agreement	eng-000
10706	19494220	ndagiriro	lug-000	address	eng-000
10707	19494221	ndagiriro	lug-000	directions	eng-000
10708	19494222	ndassi	lug-000	fine	eng-000
10709	19494223	ndeku	lug-000	gourd	eng-000
10710	10166511	ndiga	lug-000	sheep	eng-000
10711	19494224	ndiga	lug-000	sheependiima	eng-000
10712	10166517	ndogoyi	lug-000	donkey	eng-000
10713	19494225	ndogoyi	lug-000	ass	eng-000
10715	19494227	ndokwa	lug-000	sprout	eng-000
10716	19494228	ndongo	lug-000	guitar	eng-000
10717	19494229	ndowooza	lug-000	theory	eng-000
10719	19494231	ndwadde yʼolususu	lug-000	rash	eng-000
10720	19494232	ndya	lug-000	diet	eng-000
10721	20272502	ne	lug-000	and	eng-000
10722	20272544	ne	lug-000	with	eng-000
10725	10167047	nene	lug-000	great	eng-000
10726	10167047	nene	lug-000	large	eng-000
10727	19494235	nfaana	lug-000	tapeworm	eng-000
10728	19494236	nfuddu	lug-000	turtle	eng-000
10731	10166519	nfudu	lug-000	tortoise	eng-000
10732	19494237	nfuli	lug-000	labium minora	eng-000
10733	19494238	nfuli	lug-000	vagina lips	eng-000
10734	10166461	nfuufu	lug-000	cloud of dust	eng-000
10735	10166461	nfuufu	lug-000	dust	eng-000
10736	19494239	nga	lug-000	like	eng-000
10737	19494240	nga	lug-000	when	eng-000
10740	19494241	nga busasaana	lug-000	dawn	eng-000
10742	19494242	nga buwungeera	lug-000	dusk	eng-000
10744	19494243	ngaali	lug-000	crane	eng-000
10748	19494245	ngaano	lug-000	wheat	eng-000
10749	19494246	ngabi	lug-000	bushbuck	eng-000
10750	10167007	ngabo	lug-000	shield	eng-000
10752	19494248	ngajaba	lug-000	lazy	eng-000
10753	19494249	ngajaba	lug-000	underachiever	eng-000
10754	19494250	ngalo ensajja	lug-000	thumb	eng-000
10755	19494251	ngamiya	lug-000	camel	eng-000
10756	20272504	ngate-	lug-000	before	eng-000
10757	19494252	ngatonaba kukola kintu	lug-000	before	eng-000
10759	19494253	ngatto	lug-000	shoe	eng-000
10760	19494254	ngatto empanvu	lug-000	boot	eng-000
10761	10167083	ngi	lug-000	many	eng-000
10762	10166309	ngo	lug-000	leopard	eng-000
10764	19494256	ngo	lug-000	tiger	eng-000
10765	19494257	ngoma	lug-000	drum	eng-000
10766	19494258	ngombe	lug-000	horn	eng-000
10767	19494259	ngonge	lug-000	otter	eng-000
10768	19494260	ngooye ezʼomunda	lug-000	underwear	eng-000
10769	19494261	ngoye	lug-000	clothes	eng-000
10770	10166508	ngʼngʼoma	lug-000	drum	eng-000
10771	10166987	ngʼngʼombi	lug-000	horn	eng-000
10772	10166987	ngʼngʼombi	lug-000	ivory	eng-000
10773	19494262	ni	lug-000	who	eng-000
10774	19494263	niimu	lug-000	lemon	eng-000
10775	10167093	nimilo	lug-000	cultivated ground	eng-000
10776	19494264	njaba	lug-000	crab	eng-000
10777	19494265	njaga	lug-000	marijuana	eng-000
10778	19494266	njaga yʼebiragala	lug-000	cocaine	eng-000
10779	10166446	njagali	lug-000	thigh	eng-000
10780	10166551	njala	lug-000	hunger	eng-000
10782	19494268	njala zʼebisolo	lug-000	claw	eng-000
10783	19494269	njawulo	lug-000	difference	eng-000
10784	19494270	njaza	lug-000	reedbuck	eng-000
10785	19494271	njiibwa	lug-000	pigeon	eng-000
10786	19494272	njiri	lug-000	gospel	eng-000
10787	19494273	njogera	lug-000	saying	eng-000
10788	19494274	njoka enfaana	lug-000	tapeworm	eng-000
10790	19494275	njovu	lug-000	elephant	eng-000
10791	10166988	nju	lug-000	house	eng-000
10792	10166565	njuba	lug-000	sun	eng-000
10794	19494277	njuba	lug-000	yolk	eng-000
10798	10166926	njuki	lug-000	bee	eng-000
10800	19494279	nkaaga	lug-000	sixty	eng-000
10802	19494280	nkaayana	lug-000	argument	eng-000
10803	19494281	nkalamata	lug-000	thirst	eng-000
10804	19494282	nkali	lug-000	piss	eng-000
10805	19494283	nkali	lug-000	urine	eng-000
10806	19494284	nkampa	lug-000	sock	eng-000
10807	19494285	nkanga	lug-000	aquarium	eng-000
10808	19494286	nkanyanya	lug-000	wrinkle	eng-000
10809	10166586	nkata	lug-000	head-pad	eng-000
10810	19494287	nkayaana	lug-000	dispute	eng-000
10811	19494288	nkejje	lug-000	haplochromis	eng-000
10814	19494290	nkerebwe	lug-000	squirrel	eng-000
10815	51455	nkima	lug-000	monkey	eng-000
10819	19494292	nkiso	lug-000	secret	eng-000
10820	19494293	nkizi	lug-000	backbone	eng-000
10821	19494294	nkizi	lug-000	spine	eng-000
10822	19494295	nkizo	lug-000	advantage	eng-000
10823	19494296	nkofiira	lug-000	hat	eng-000
10824	19494297	nkoko	lug-000	chicken	eng-000
10825	19494298	nkoko enkazi	lug-000	hen	eng-000
10826	19494299	nkoko ensajja	lug-000	cock	eng-000
10827	19494300	nkola	lug-000	process	eng-000
10828	19494301	nkomerero	lug-000	end	eng-000
10829	19494302	nkomo	lug-000	ending	eng-000
10830	19494303	nkondere	lug-000	saxophone	eng-000
10831	19494304	nkondere	lug-000	trumpet	eng-000
10833	19494306	nkovu	lug-000	scar	eng-000
10834	10167045	nkuba	lug-000	rain	eng-000
10838	19494309	nkukunyi	lug-000	louse	eng-000
10839	10166548	nkula	lug-000	rhinoceros	eng-000
10840	19494310	nkula	lug-000	hippopotamus	eng-000
10841	19494311	nkulungo	lug-000	circle	eng-000
10842	19494312	nkulungo	lug-000	orbit	eng-000
10843	19494313	nkulungo	lug-000	roundabout	eng-000
10844	19494314	nkuluze	lug-000	treasury	eng-000
10845	19494315	nkuluze yʼebigambo	lug-000	dictionary	eng-000
10847	19494316	nkuluze yʼebitabo	lug-000	library	eng-000
10849	19494317	nkumbi	lug-000	hoe	eng-000
10850	19494318	nkumbi ya turakita	lug-000	plow	eng-000
10851	19494319	nkunamyo	lug-000	topless	eng-000
10852	19494320	nkusu	lug-000	parrot	eng-000
10853	10166327	nkuta	lug-000	skin	eng-000
10854	10166664	nkwa	lug-000	tick	eng-000
10856	10167058	nkwawa	lug-000	armpit	eng-000
10857	19494322	nkwawa	lug-000	arm pit	eng-000
10858	19494323	nkya	lug-000	tomorrow	eng-000
10859	19494324	nkyuukakyuuka	lug-000	revolution	eng-000
10860	10167231	nna	lug-000	all	eng-000
10861	19494325	nnabakyala	lug-000	queen	eng-000
10863	19494326	nnabbi	lug-000	prophet	eng-000
10865	10166889	nnabbubi	lug-000	spider	eng-000
10867	19494327	nnakamwa ntette	lug-000	gossip	eng-000
10871	19494329	nnaku	lug-000	grief	eng-000
10873	30780911	nnakyeyombekedde	lug-000	old maid	eng-000
10876	19494331	nnamagoye	lug-000	albino	eng-000
10879	19494332	nnamungi wʼabantu	lug-000	crowd	eng-000
10880	19494333	nnamungoona	lug-000	crow	eng-000
10882	10167142	nnamungʼngʼoona	lug-000	crow	eng-000
10883	19494334	nnamunigina	lug-000	solitary	eng-000
10885	10167228	nnamunnungu	lug-000	porcupine	eng-000
10887	19494335	nnamusuna	lug-000	chickenpox	eng-000
10890	19494336	nnamwandu	lug-000	widow	eng-000
10892	30787957	nnamwandu	lug-000	widow woman	eng-000
10894	19494337	nnantalabika	lug-000	rare	eng-000
10896	19494338	nnawolovu	lug-000	chameleon	eng-000
10899	10167093	nnimilo	lug-000	cultivated ground	eng-000
10900	19494339	nnimiro	lug-000	farm	eng-000
10901	19494340	nnimiro	lug-000	garden	eng-000
10902	19494341	nnono	lug-000	culture	eng-000
10903	19494342	nnono	lug-000	origins	eng-000
10904	19494343	nnugu	lug-000	jealousy	eng-000
10906	10166427	nnya	lug-000	furrow	eng-000
10907	10166427	nnya	lug-000	groove	eng-000
10908	10166505	nnya	lug-000	name	eng-000
10909	10166814	nnya	lug-000	hole	eng-000
10910	10166814	nnya	lug-000	pit	eng-000
10912	37566318	nnya	lug-000	four	eng-000
10913	19494344	nnyaanya	lug-000	tomato	eng-000
10914	19494345	nnyabo	lug-000	madam	eng-000
10915	19494346	nnyabo	lug-000	miss	eng-000
10916	19494347	nnyabo	lug-000	mrs	eng-000
10920	19494348	nnyama	lug-000	meat	eng-000
10921	19494349	nnyama enkapa	lug-000	lean	eng-000
10922	19494350	nnyama yʼente	lug-000	beef	eng-000
10923	10167176	nnyana	lug-000	calf	eng-000
10925	10166388	nnyanja	lug-000	lake	eng-000
10926	19494352	nnyazaala	lug-000	mother-in-law	eng-000
10928	10166736	nnyindo	lug-000	nose	eng-000
10929	19494354	nnyindo ye njovu	lug-000	trunk	eng-000
10930	10167005	nnyo	lug-000	salt	eng-000
10931	19494355	nnyo	lug-000	a lot	eng-000
10932	19494356	nnyo	lug-000	much	eng-000
10934	30775908	nnyo	lug-000	loads	eng-000
10935	30775908	nnyo	lug-000	profusely	eng-000
10938	10166715	nnyogovu	lug-000	cold	eng-000
10939	19494357	nnyondo	lug-000	hammer	eng-000
10940	10167072	nnyonnyola	lug-000	explain	eng-000
10941	10166924	nnyonta	lug-000	thirst	eng-000
10943	19494359	nnyonyi	lug-000	aeroplane	eng-000
10944	19494360	nnyonyi	lug-000	airplane	eng-000
10945	19494361	nnyonyi enyange	lug-000	egret	eng-000
10946	19494362	nnyuma	lug-000	back	eng-000
10947	19494363	nnyumba	lug-000	house	eng-000
10948	10166623	noga	lug-000	be flavoured	eng-000
10949	19494364	noni	lug-000	chalk	eng-000
10950	10166414	noonya	lug-000	hand around	eng-000
10951	10166414	noonya	lug-000	look for	eng-000
10952	19494366	nsa	lug-000	sense	eng-000
10953	19494367	nsaalwa	lug-000	envy	eng-000
10954	19494368	nsaanvu	lug-000	seventy	eng-000
10956	19494369	nsaasi	lug-000	maraca	eng-000
10957	19494370	nsajja	lug-000	male	eng-000
10958	19494371	nsalo	lug-000	border	eng-000
10959	19494372	nsalo	lug-000	boundary	eng-000
10960	10166938	nsanafu	lug-000	ant	eng-000
10961	10167113	nsasi	lug-000	spark	eng-000
10962	19494373	nsawo	lug-000	bag	eng-000
10963	19494374	nsawo	lug-000	pocket	eng-000
10964	19494375	nsawo yʼomukono	lug-000	handbag	eng-000
10965	19494376	nseenene	lug-000	grasshopper	eng-000
10966	19494377	nseera	lug-000	hen	eng-000
